Ingredient name,Role in formulation
CHLORINE DIOXIDE,"ANTIMICROBIAL, DEODORANT"
CHLOROACETAMIDE,PRESERVATIVE
CHLOROACETIC ACID,KERATOLYTIC
CHLOROBUTANOL,PRESERVATIVE
CHLOROCINNAMAL,SKIN CONDITIONING - EMOLLIENT
CHLOROCOCCUM MACROSTIGMATUM EXTRACT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CHLOROETHYL PCA,HUMECTANT
CHLOROFORM,SOLVENT
CHLOROGENIC ACIDS,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
CHLOROKOJIC ACID,ANTI-SEBUM
CHLOROPHENE,"ANTIMICROBIAL, PRESERVATIVE"
CHLOROPHYLLIN-COPPER COMPLEX,"ANTIOXIDANT, COLORANT, DEODORANT"
CHLOROPHYLLIN-IRON COMPLEX,COLORANT
CHLOROPLATINIC ACID,SURFACTANT - CLEANSING
CHLOROTHYMOL,"ANTIMICROBIAL, ANTIPLAQUE, DENATURANT, DEODORANT, ORAL CARE"
CHLOROTRIFLUOROPROPENE,SOLVENT
CHLOROUS ACID ,"ANTICORROSIVE, ANTIMICROBIAL, DEODORANT, ORAL CARE, OXIDISING"
CHLOROXYLENOL,"ANTIMICROBIAL, DEODORANT, PRESERVATIVE"
CHLORPHENESIN,"ANTIMICROBIAL, PRESERVATIVE"
CHOLECALCIFEROL,"ORAL CARE, SKIN CONDITIONING - MISCELLANEOUS"
CHOLECALCIFEROL/YEAST POLYPEPTIDE,SKIN CONDITIONING
CHOLETH-10,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLETH-15,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLETH-20,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLETH-24,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLETH-30,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLETH-5,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
CHOLINE CHLORIDE,"HUMECTANT, SKIN CONDITIONING"
CHONDRACANTHUS TEEDEI POWDER,SKIN CONDITIONING
CHONDRUS CRISPUS,"FRAGRANCE, SKIN CONDITIONING"
CHONDRUS CRISPUS POWDER,ABRASIVE
CHROMIUM,COLORANT
CHRYSANTHAL,PERFUMING
CHRYSANTHELLUM INDICUM FLOWER WATER,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CHRYSANTHEMUM BOREALE FLOWER/LEAF/STEM,SKIN CONDITIONING - MISCELLANEOUS
CHRYSANTHEMUM BOREALE FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CHRYSANTHEMUM BOREALE ROOT EXTRACT,ANTIOXIDANT
CHRYSANTHEMUM INDICUM EXTRACT,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING"
CHRYSANTHEMUM INDICUM FLOWER OIL,"FRAGRANCE, SKIN CONDITIONING"
CHRYSANTHEMUM INDICUM LEAF OIL,"FRAGRANCE, SKIN CONDITIONING"
CHRYSANTHEMUM INDICUM/ ERIGERON ANNUUS EXTRACT,"HAIR CONDITIONING, SKIN CONDITIONING"
CHRYSANTHEMUM LAVANDULIFOLIUM FLOWER EXTRACT,"ANTI-SEBUM, ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING - MISCELLANEOUS"
CHRYSANTHEMUM PARTHENIUM FLOWER POWDER,SKIN CONDITIONING
CHRYSANTHEMUM PARTHENIUM FLOWER/LEAF/STEM JUICE,"ANTIOXIDANT, SKIN CONDITIONING"
CHRYSANTHEMUM ZAWADSKII CALLUS EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING - HUMECTANT"
CHRYSANTHEMUM ZAWADSKII FLOWER/LEAF/STEM,SKIN CONDITIONING - MISCELLANEOUS
CHRYSANTHEMUM ZAWADSKII FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING
CHRYSANTHEMUM ZAWADSKII WATER,FRAGRANCE
CHRYSIN,SKIN CONDITIONING
CHRYSOCOLLA,SKIN CONDITIONING
CHYMOTRYPSIN,SKIN CONDITIONING
CI 12150,COLORANT
CI 20170,"COLORANT, HAIR DYEING"
CI 27290,"COLORANT, HAIR DYEING"
CICADA EXTRACT,"ANTIOXIDANT, ASTRINGENT, SKIN CONDITIONING, SKIN PROTECTING"
CICER ARIETINUM SEED POWDER,ABRASIVE
CICHORIUM INTYBUS EXTRACT,SKIN CONDITIONING
CICLOPIROX OLAMINE,"ANTI-SEBORRHEIC, ANTIMICROBIAL"
CILOSTAMIDE,SKIN PROTECTING
CIMICIFUGA DAHURICA ROOT/CITRUS SUNKI PEEL EXTRACT,BLEACHING
CIMICIFUGA DAHURICA ROOT/FORSYTHIA VIRDISSIMA FRUIT/GLYCYRRHIZA GLABRA ROOT/PAEONIA LACTIFLORA ROOT/PLATYCODON GRANDIFLORUM ROOT/PUERARIA LOBATA ROOT EXTRACT,"HUMECTANT, SKIN CONDITIONING"
CIMICIFUGA RACEMOSA ROOT,SKIN CONDITIONING
CINEOLE,SKIN PROTECTING
CINNAMAL,"DENATURANT, FLAVOURING, PERFUMING"
CINNAMALDEHYDE DIMETHYL ACETAL,PERFUMING
CINNAMALDEHYDE/METHYL ANTHRANILATE SCHIFF BASE,PERFUMING
CINNAMIC ACID,"PERFUMING, SKIN CONDITIONING"
CINNAMIDO BENZYLPIPERIDINYL ETHOXYPROPYLBENZAMIDE,SKIN CONDITIONING
CINNAMIDOPROPYLTRIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
CINNAMOMUM CASSIA BARK,SKIN CONDITIONING
CINNAMOMUM CASSIA BARK WATER,"ANTI-SEBUM, ANTIMICROBIAL, ASTRINGENT"
CINNAMOMUM CASSIA BARK/(ALLIUM CHINENSE/LILIUM CANDIDUM) BULB/LONICERA JAPONICA FLOWER/APRICOT KERNEL/(ARTEMISIA PRINCEPS/EUCOMMIA ULMOIDES) LEAF/ GINKGO BILOBA NUT/CITRUS UNSHIU PEEL/(GINGER/LICORICE/PUERARIA THUNBERGIANA/SOPHORA FLAVESCENS) ROOT/COIX LACRYMA-JOBI MA-YUEN SEED/PEPPERMINT EXTRACT,SKIN CONDITIONING - HUMECTANT
CINNAMOMUM CASSIA BARK/(JASMINE/OSMANTHUS FRAGRANS) FLOWER/LYCIUM CHINENSE FRUIT EXTRACT ,"ANTIMICROBIAL, ANTIOXIDANT, SKIN PROTECTING"
CINNAMOMUM CASSIA BRANCH/HONEYSUCKLE FLOWER/(ARCTIUM LAPPA/SCHISANDRA CHINENSIS FRUIT)/PAEONIA SUFFRUTICOSA ROOT/ELSHOLTZIA CILIATA EXTRACT,"ANTI-SEBUM, ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CINNAMOMUM ZEYLANICUM BARK POWDER,SKIN CONDITIONING
CINNAMONITRILE,PERFUMING
CINNAMOYL TRYPTAMINE,ANTIOXIDANT
CINNAMOYLHYDROXAMIC ACID,"ANTIOXIDANT, CHELATING, SKIN PROTECTING"
CINNAMYL ALCOHOL,"FLAVOURING, PERFUMING"
CINNAMYL BENZOATE,PERFUMING
CINNAMYL CINNAMATE,PERFUMING
CINNAMYL FORMATE,PERFUMING
CINNAMYL TIGLATE,PERFUMING
CINOXATE,UV ABSORBER
CIRSIUM JAPONICUM FLOWER EXTRACT,SKIN CONDITIONING
"CIS,CIS-1,1'-(ETHYLIDENEBIS-OXY)DIHEX-3-ENE",PERFUMING
"CIS-2-METHYL-4-PROPYL-1,3-OXATHIANE",PERFUMING
CIS-2-PENTENOL,PERFUMING
CIS-2-TERT-BUTYLCYCLOHEXANOL,PERFUMING
"CIS-3,5,5-TRIMETHYLCYCLOHEXANOL",PERFUMING
CIS-3-HEXENAL,PERFUMING
CIS-3-HEXENYL ANTHRANILATE,PERFUMING
CIS-3-HEXENYL BENZOATE,PERFUMING
CIS-3-HEXENYL CINNAMATE,PERFUMING
CIS-3-HEXENYL CIS-HEXENOATE,PERFUMING
CIS-3-HEXENYL FORMATE,PERFUMING
CIS-3-HEXENYL HEXANOATE,PERFUMING
CIS-3-HEXENYL METHYL CARBONATE,PERFUMING
CIS-3-HEXENYL SALICYLATE,PERFUMING
CIS-3-HEXENYL TIGLATE,PERFUMING
CIS-3-HEXENYL VALERATE,PERFUMING
CIS-3-HEXENYLOXYACETALDEHYDE,PERFUMING
CIS-3-METHYL-5-PHENYL-2-PENTENENITRILE,PERFUMING
CIS-4-DECENAL,PERFUMING
CIS-4-HEPTENAL,PERFUMING
CIS-6-NON-6-ENAL,PERFUMING
CIS-8-METHYL-1-OXASPIRODECANONE,PERFUMING
CIS-DIHYDROCARVONE,PERFUMING
CIS-ISOOCIMENOL,PERFUMING
CIS-JASMONE,PERFUMING
CIS-METHOXY-DIMETHYLOCTADIENE,PERFUMING
CIS-METHOXYPROPOXYHEXENE,PERFUMING
CIS-NON-2-ENAL,PERFUMING
CIS-OCTAHYDRO-TRIMETHYL-4A-NAPHTHALENOL,PERFUMING
CIS-OCTAHYDRONAPHTHALENONE,PERFUMING
CIS-RETINOIC ACID,ANTI-SEBUM
CIS-ROSE KETONE-2,PERFUMING
CIS-TETRAHYDRO-6-PENT-2-ENYL-PYRAN-2-ONE,PERFUMING
CIS-TRIDECEN-2-AL,PERFUMING
CISSAMPELOS PAREIRA ROOT POWDER,SKIN CONDITIONING
CISTUS LADANIFERUS FLOWER CERA,SKIN PROTECTING
CISTUS LADANIFERUS FLOWER WAX,SKIN CONDITIONING
CISTUS LADANIFERUS RESIN,FRAGRANCE
CISTUS LADANIFERUS RESIN EXTRACT,FRAGRANCE
CISTUS MONSPELIENSIS FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CISTUS SPECIES RESIN,PERFUMING
CITRACONIC ANHYDRIDE,NOT REPORTED
CITRAL,"FLAVOURING, FRAGRANCE, PERFUMING"
CITRAL / METHYL ANTHRANILATE SCHIFF BASE,PERFUMING
CITRAL DIETHYL ACETAL,PERFUMING
CITRAL DIMETHYL ACETAL,PERFUMING
CITRAL-ACID ISOMERIZED,PERFUMING
CITRATE BUFFER,NOT REPORTED
CITRINE,SKIN CONDITIONING
CITROFORTUNELLA MICROCARPA FRUIT JUICE,ANTIOXIDANT
CITROL,PERFUMING
CITRONELLAL,FRAGRANCE
CITRONELLAL DIMETHYL ACETAL,PERFUMING
CITRONELLIC ACID,"ANTI-SEBORRHEIC, ANTIMICROBIAL, FRAGRANCE"
CITRONELLOL,PERFUMING
CITRONELLYL BENZOATE,PERFUMING
CITRONELLYL CROTONATE,PERFUMING
CITRONELLYL ETHYL ETHER,PERFUMING
CITRONELLYL ETHYLOXALATE,PERFUMING
CITRONELLYL FORMATE,PERFUMING
CITRONELLYL GLUCOSIDE,"ANTIMICROBIAL, SKIN CONDITIONING - HUMECTANT"
CITRONELLYL METHYLCROTONATE,"FRAGRANCE, PERFUMING"
CITRONELLYL NITRILE,PERFUMING
CITRONELLYLOXY ACETALDEHYDE,PERFUMING
CITRULLINE,SKIN CONDITIONING
CITRULLUS COLOCYNTHIS POWDER,"HAIR CONDITIONING, TONIC"
CITRULLUS LANATUS FRUIT JUICE,"FLAVOURING, HUMECTANT"
CITRULLUS LANATUS FRUIT WATER,SKIN CONDITIONING
CITRULLUS LANATUS SEED,ABRASIVE
CITRUS AURANTIFOLIA FIBER,EMULSION STABILISING
CITRUS AURANTIFOLIA FRUIT,SKIN CONDITIONING
CITRUS AURANTIFOLIA FRUIT WATER,SKIN CONDITIONING
CITRUS AURANTIFOLIA JUICE,"CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, TONIC"
CITRUS AURANTIFOLIA PEEL,SKIN CONDITIONING
CITRUS AURANTIFOLIA PEEL POWDER,SKIN CONDITIONING
CITRUS AURANTIFOLIA PEEL WATER,"FRAGRANCE, PERFUMING"
CITRUS AURANTIUM AMARA FLOWER CERA,SKIN PROTECTING
CITRUS AURANTIUM AMARA FLOWER WATER,"FRAGRANCE, SKIN CONDITIONING, TONIC"
CITRUS AURANTIUM AMARA FLOWER WAX,NOT REPORTED
CITRUS AURANTIUM AMARA PEEL,SKIN CONDITIONING
CITRUS AURANTIUM AMARA PEEL POWDER,SKIN CONDITIONING
CITRUS AURANTIUM AMARA PEEL WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS AURANTIUM BERGAMIA FRUIT WATER,SKIN CONDITIONING
CITRUS AURANTIUM BERGAMIA PEEL WATER,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FLOWER,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FLOWER CERA,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FLOWER WATER,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FLOWER WAX,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FLOWER/LEAF/STEM POWDER,ABRASIVE
CITRUS AURANTIUM DULCIS FRUIT POWDER,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS FRUIT WATER,FRAGRANCE
CITRUS AURANTIUM DULCIS JUICE,SKIN CONDITIONING
CITRUS AURANTIUM DULCIS PEEL CERA,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CITRUS AURANTIUM DULCIS PEEL POWDER,ABSORBENT
CITRUS AURANTIUM DULCIS PEEL WAX,SKIN CONDITIONING
CITRUS AURANTIUM PEEL OIL,FRAGRANCE
CITRUS AURANTIUM SINENSIS FIBER,EMULSION STABILISING
CITRUS AURANTIUM SINENSIS POWDER,EXFOLIATING
CITRUS AUSTRALASICA FRUIT POWDER,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING - MISCELLANEOUS"
CITRUS CLEMENTINA JUICE,SKIN CONDITIONING
CITRUS DELICIOSA FRUIT EXTRACT,ANTIOXIDANT
CITRUS DEPRESSA FLOWER WATER,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
CITRUS DEPRESSA FRUIT WATER,HUMECTANT
CITRUS DEPRESSA PEEL POWDER,SKIN CONDITIONING
CITRUS DEPRESSA PEEL WATER,SKIN CONDITIONING
CITRUS GLAUCA FRUIT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CITRUS GLAUCA FRUIT POWDER,"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
CITRUS GRANDIS,NOT REPORTED
CITRUS GRANDIS FRUIT WATER,"FRAGRANCE, PERFUMING, SKIN CONDITIONING"
CITRUS GRANDIS JUICE,"ASTRINGENT, SKIN CONDITIONING, TONIC"
CITRUS GRANDIS PEEL,"PERFUMING, SKIN CONDITIONING"
CITRUS GRANDIS PEEL POWDER,"ABSORBENT, PERFUMING"
CITRUS GRANDIS PEEL WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS HASSAKU/NATSUDAIDAI FRUIT JUICE,HUMECTANT
CITRUS HASSAKU/NATSUDAIDAI FRUIT POWDER,SKIN CONDITIONING - EMOLLIENT
CITRUS HASSAKU/NATSUDAIDAI PEEL POWDER,FLAVOURING
CITRUS HYSTRIX LEAF WATER,"ANTI-SEBUM, ANTIOXIDANT, ASTRINGENT, FRAGRANCE, SKIN CONDITIONING"
CITRUS INFLATA PEEL EXTRACT,"HUMECTANT, SKIN CONDITIONING"
CITRUS IYO FRUIT WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS IYO PEEL WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS JABARA JUICE,SKIN CONDITIONING
CITRUS JABARA PEEL POWDER,FRAGRANCE
CITRUS JABARA PEEL WATER,"FLAVOURING, FRAGRANCE, PERFUMING, SKIN CONDITIONING"
CITRUS JAPONICA CALLUS CULTURE EXTRACT,"SKIN CONDITIONING, SKIN PROTECTING"
CITRUS JUNOS FRUIT JUICE,HUMECTANT
CITRUS JUNOS FRUIT JUICE EXTRACT,SKIN CONDITIONING - HUMECTANT
CITRUS JUNOS FRUIT POWDER,NOT REPORTED
CITRUS JUNOS FRUIT WATER,"FRAGRANCE, PERFUMING"
CITRUS JUNOS PEEL POWDER,FRAGRANCE
CITRUS JUNOS PEEL WATER,SKIN CONDITIONING
CITRUS JUNOS SEED OIL TRIACETIN ESTERS,SKIN CONDITIONING - EMOLLIENT
CITRUS KERAJI FRUIT WATER,"ANTIPLAQUE, FRAGRANCE, HUMECTANT, ORAL CARE, SKIN CONDITIONING"
CITRUS KI-MIKAN FRUIT WATER,SKIN CONDITIONING - HUMECTANT
CITRUS LATIFOLIA FRUIT JUICE,"ANTIOXIDANT, DEODORANT, FLAVOURING, SURFACTANT - CLEANSING"
CITRUS LATIFOLIA PEEL OIL,FRAGRANCE
CITRUS LIMON FIBER,EMULSION STABILISING
CITRUS LIMON FLOWER WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS LIMON FRUIT POWDER,SKIN CONDITIONING
CITRUS LIMON FRUIT WATER,"FRAGRANCE, SKIN CONDITIONING"
CITRUS LIMON JUICE,"SKIN CONDITIONING, TONIC"
CITRUS LIMON JUICE POWDER,"SKIN CONDITIONING, TONIC"
CITRUS LIMON PEEL,"FRAGRANCE, SKIN CONDITIONING"
CITRUS LIMON PEEL CERA,SKIN CONDITIONING
CITRUS LIMON PEEL POWDER,"ABSORBENT, VISCOSITY CONTROLLING"
CITRUS LIMON PEEL WATER,SKIN CONDITIONING
CITRUS LIMON PEEL WAX,SKIN CONDITIONING
CITRUS MADURENSIS FRUIT JUICE,SKIN CONDITIONING
CITRUS MEDICA PEEL OIL,"FLAVOURING, FRAGRANCE"
CITRUS NATSUDAIDAI FLOWER EXTRACT,FRAGRANCE
CITRUS NATSUDAIDAI FLOWER WATER,FRAGRANCE
CITRUS NATSUDAIDAI FRUIT WATER,SKIN CONDITIONING - HUMECTANT
CITRUS NATSUDAIDAI PEEL WATER,FRAGRANCE
CITRUS NOBILIS,NOT REPORTED
CITRUS NOBILIS FRUIT JUICE,ASTRINGENT
CITRUS NOBILIS PEEL POWDER,ABRASIVE
CITRUS NOBILIS WATER,SKIN CONDITIONING
CITRUS PARADISI FRUIT WATER,FRAGRANCE
CITRUS PARADISI JUICE,"PERFUMING, SKIN CONDITIONING"
CITRUS PARADISI JUICE EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
CITRUS PARADISI PEEL WATER,"FRAGRANCE, SKIN CONDITIONING"
CITRUS RETICULATA FRUIT ,SKIN CONDITIONING
CITRUS RETICULATA FRUIT JUICE,SKIN CONDITIONING
CITRUS RETICULATA FRUIT WATER,FRAGRANCE
CITRUS RETICULATA LEAF WATER,SKIN CONDITIONING
CITRUS RETICULATA PEEL POWDER,SKIN CONDITIONING
CITRUS RETICULATA PEEL WATER,SKIN CONDITIONING
CITRUS SHONAN-GOLD FRUIT WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS SINENSIS FLOWER WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS SINENSIS FRUIT WATER,FRAGRANCE
CITRUS SPHAEROCARPA FRUIT JUICE,SKIN CONDITIONING
CITRUS SPHAEROCARPA PEEL WATER,"HUMECTANT, SKIN CONDITIONING"
CITRUS SUDACHI FRUIT JUICE,HUMECTANT
CITRUS SUDACHI PEEL OIL,SKIN CONDITIONING - EMOLLIENT
CITRUS SUNKI PEEL/ELAEAGNUS UMBELLATA BRANCH/LEAF EXTRACT,"BLEACHING, OXIDISING, SKIN CONDITIONING - MISCELLANEOUS"
CITRUS TACHIBANA/RETICULATA FRUIT JUICE,"FLAVOURING, SKIN CONDITIONING"
CITRUS TACHIBANA/RETICULATA PEEL POWDER,SKIN CONDITIONING
CITRUS TACHIBANA/RETICULATA PEEL EXTRACT,SKIN CONDITIONING
CITRUS TAKUMA-SUDACHI PEEL WATER,SKIN CONDITIONING - EMOLLIENT
CITRUS TAMURANA PEEL OIL,"FLAVOURING, FRAGRANCE"
CITRUS TANGELO FRUIT JUICE,HUMECTANT
CITRUS TANGELO FRUIT POWDER,SKIN CONDITIONING - EMOLLIENT
CITRUS TANGELO PEEL POWDER,FLAVOURING
CITRUS TANGERINA FRUIT,SKIN CONDITIONING
CITRUS TANGERINA FRUIT WATER,"FRAGRANCE, TONIC"
CITRUS TANGERINA PEEL,ABRASIVE
CITRUS TANKAN FRUIT WATER,HUMECTANT
CITRUS TANKAN PEEL EXTRACT,SKIN CONDITIONING - HUMECTANT
CITRUS UNSHIU FLOWER POWDER,ABRASIVE
CITRUS UNSHIU FLOWER WATER,NOT REPORTED
CITRUS UNSHIU FRUIT JUICE,"HUMECTANT, SKIN CONDITIONING"
CITRUS UNSHIU FRUIT POWDER,"ANTIOXIDANT, FRAGRANCE, SKIN CONDITIONING"
CITRUS UNSHIU FRUIT WATER,"HAIR CONDITIONING, SKIN CONDITIONING"
CITRUS UNSHIU PEEL POWDER,FRAGRANCE
CITRUS UNSHIU PEEL WATER,SKIN PROTECTING
CITRUS UNSHIU PEEL/(ANGELICA GIGAS/ASTRAGALUS MEMBRANACEUS/ATRACTYLODES MACROCEPHALA/LICORICE/PAEONIA LACTIFLORA/PANAX GINSENG/REHMANNIA ROOT)/PORIA COCOS EXTRACT,"SKIN CONDITIONING, SKIN PROTECTING"
CITRYL CYCLOPENTANONE,PERFUMING
CIVETONE,PERFUMING
CLAUSENA LANSIUM SEED OIL,"ANTIMICROBIAL, SKIN CONDITIONING - EMOLLIENT"
CLAY,"ABSORBENT, BINDING, BULKING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
CLAY MINERAL OXIDES,SKIN CONDITIONING
CLAY MINERALS,"ASTRINGENT, BINDING, BUFFERING, HUMECTANT"
CLEMATIS ALPINA CALLUS POWDER,SKIN CONDITIONING
CLEOME GYNANDRA FLOWER/LEAF EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CLEOME GYNANDRA FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CLEOME GYNANDRA LEAF/STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CLERODENDRUM TRICHOTOMUM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CLEYERA JAPONICA LEAF EXTRACT,HUMECTANT
CLIMBAZOLE,"ANTI-SEBORRHEIC, ANTIMICROBIAL, PRESERVATIVE"
CLINACANTHUS NUTANS LEAF EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
CLOFLUCARBAN,"ANTIMICROBIAL, DEODORANT"
CLOTRIMAZOLE,"ANTI-SEBORRHEIC, ANTIMICROBIAL"
CNIDIUM JAPONICUM EXTRACT,SKIN CONDITIONING - EMOLLIENT
CNIDIUM MONNIERI SEED POWDER,"ABRASIVE, FRAGRANCE, SKIN PROTECTING"
CNIDIUM OFFICINALE LEAF,"FLAVOURING, FRAGRANCE, PERFUMING, SKIN CONDITIONING"
CNIDIUM OFFICINALE RHIZOME/GLYCYRRHIZA INFLATA ROOT EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
CNIDIUM OFFICINALE ROOT WATER,FRAGRANCE
COAL TAR,"ANTI-SEBORRHEIC, ANTIMICROBIAL, DENATURANT"
COBALT ACETYLMETHIONATE,ANTIPERSPIRANT
COBALT CHLORIDE,NOT REPORTED
COBALT DNA,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER, VISCOSITY CONTROLLING"
COBALT GLUCONATE,SKIN CONDITIONING
COBALT TITANIUM OXIDE,SKIN CONDITIONING
COBAMAMIDE,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
COBETIA MARINA GLYCOSAMINOGLYCANS,"HUMECTANT, SKIN CONDITIONING"
COBROTOXIN,SKIN CONDITIONING
COCAMIDE,"EMULSION STABILISING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING"
COCAMIDE DEA,"EMULSION STABILISING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
COCAMIDE DIPA,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING"
COCAMIDE MEA,"SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
COCAMIDE METHYL MEA,"SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
COCAMIDE MIPA,"EMULSION STABILISING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
COCAMIDOPROPYL DIMETHYLAMINE,"ANTISTATIC, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCAMIDOPROPYL DIMETHYLAMINE HYDROLYZED COLLAGEN,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
COCAMIDOPROPYL DIMETHYLAMINOHYDROXYPROPYL HYDROLYZED COLLAGEN,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
COCAMIDOPROPYL HYDROXYSULTAINE,"ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
COCAMIDOPROPYL LAUROYL PG-DIMONIUM CHLORIDE,"SKIN CONDITIONING, SKIN PROTECTING"
COCAMIDOPROPYL LAURYL ETHER,"EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCAMIDOPROPYL MORPHOLINE,"ANTISTATIC, HAIR CONDITIONING"
COCAMIDOPROPYL PG-DIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,"ANTISTATIC, HAIR CONDITIONING"
COCAMIDOPROPYLAMINE OXIDE,"CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE"
COCAMIDOPROPYLDIMONIUM HYDROXYPROPYL HYDROLYZED COLLAGEN,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
COCAMIDOPROPYLTRIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
COCAMINE,"ANTISTATIC, SURFACTANT - EMULSIFYING"
COCAMINE OXIDE,"ANTISTATIC, CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE"
COCAMINOBUTYRIC ACID,"CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING"
COCAMINOPROPIONIC ACID,"CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING"
COCAMINOPROPYLAMINE,NOT REPORTED
COCETH-10,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCETH-20,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCETH-25,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCETH-3,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCETH-5,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
COCETH-6,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
